id,name,category,doc_id
3894,Federal regulations,LEGAL_SOURCE,1980
3895,research security regulations,LEGAL_SOURCE,1980
3896,pilot program,REQUIREMENT,1901
3897,critical and emerging technologies,TECHNOLOGY,1901
3898,AI,TECHNOLOGY,1901
3899,microelectronics,TECHNOLOGY,1901
3900,quantum technology,TECHNOLOGY,1901
3901,United States Patent and Trademark Office,ACTOR,1901
3902,patent,LEGAL_SOURCE,1901
3903,Paperwork Reduction Act,LEGAL_SOURCE,1901
3904,Congress,ACTOR,1901
3905,atmospheric river forecast improvement program,REQUIREMENT,1927
3906,ML,TECHNOLOGY,1927
3907,data assimilation,TECHNOLOGY,1927
3908,AI,TECHNOLOGY,1927
3909,dynamic modeling systems,TECHNOLOGY,1927
3910,U.S. West Coast,OTHER,1927
3911,observatories,ACTOR,1927
3912,program plan,LEGAL_SOURCE,1927
3913,Department of Defense,ACTOR,1913
3914,DoD,ACTOR,1913
3915,Defense Federal Acquisition Regulation Supplement,LEGAL_SOURCE,1913
3916,AI development,LIFECYCLE_STAGE,1913
3917,national security,DOMAIN,1913
3918,AI industry,TECHNOLOGY,1913
3919,Chairman of the Joint Chiefs of Staff,ACTOR,1913
3920,fines,OTHER,1913
3921,contract termination,OTHER,1913
3922,Transparency and Responsibility for Artificial Intelligence Networks Act,LEGAL_SOURCE,1924
3923,TRAIN Act,LEGAL_SOURCE,1924
3924,United States district court clerk,ACTOR,1924
3925,AI model developers,ACTOR,1924
3926,AI model deployers,ACTOR,1924
3927,AI models,TECHNOLOGY,1924
3928,generative AI models,TECHNOLOGY,1924
3929,training data,TECHNOLOGY,1924
3930,Federal Rules of Civil Procedure,LEGAL_SOURCE,1924
3931,autonomous vehicles,TECHNOLOGY,1621
3932,autonomous vehicles,TECHNOLOGY,1621
3933,public highways,OTHER,1621
3934,safety and compliance standards,REQUIREMENT,1621
3935,law enforcement agencies,DOMAIN,1621
3936,vehicle owners,ACTOR,1621
3937,on-demand driverless-capable vehicle networks,REQUIREMENT,1621
3938,state department,ACTOR,1621
3939,U.S. government,OTHER,1929
3940,Coordinator for Digital Freedom,ACTOR,1929
3941,Bureau of Cyberspace and Digital Policy,ACTOR,1929
3942,AI,TECHNOLOGY,1929
3943,AI Risk Management Profile,REQUIREMENT,1929
3944,digital authoritarianism,RISK,1929
3945,human rights,RISK,1929
3946,cyberspace,OTHER,1929
3947,OMB,ACTOR,1926
3948,OMB,ACTOR,1926
3949,Congress,ACTOR,1926
3950,AI,TECHNOLOGY,1926
3951,executive agencies,ACTOR,1926
3952,federal grant awards,DOMAIN,1926
3953,electronic system,TECHNOLOGY,1926
3954,Intelligence Community,ACTOR,1912
3955,National Intelligence,ACTOR,1912
3956,Congress,ACTOR,1912
3957,AI,TECHNOLOGY,1912
3958,computing,TECHNOLOGY,1912
3959,cybersecurity,RISK,1912
3960,trade secrets,OTHER,1912
3961,organizational conflicts of interest,LEGAL_SOURCE,1912
3962,Responsible AI Disclosure Act of 2024,LEGAL_SOURCE,1920
3963,AI data categorization,TECHNOLOGY,1920
3964,AI model training practices,LIFECYCLE_STAGE,1920
3965,AI model design,TECHNOLOGY,1920
3966,anti-discrimination,RISK,1920
3967,consumer protection,LEGAL_SOURCE,1920
3968,Congress,ACTOR,1920
3969,credit unions,ACTOR,1920
3970,regulated entities,ACTOR,1920
3971,financial regulatory bodies,ACTOR,1920
3972,international affairs agencies,ACTOR,1961
3973,AI systems,TECHNOLOGY,1961
3974,training data,TECHNOLOGY,1961
3975,discrimination,RISK,1961
3976,Congress,ACTOR,1961
3977,GAO,ACTOR,1886
3978,Congress,ACTOR,1886
3979,IRS,ACTOR,1886
3980,AI technologies,TECHNOLOGY,1886
3981,taxpayer services,ACTOR,1886
3982,data security,RISK,1886
3983,IT modernization projects,REQUIREMENT,1886
3984,Department of Defense,ACTOR,1894
3985,AI-related operations,TECHNOLOGY,1894
3986,China,OTHER,1894
3987,AI research,LIFECYCLE_STAGE,1894
3988,AI development,LIFECYCLE_STAGE,1894
3989,Chinese entities,ACTOR,1894
3990,U.S. government,ACTOR,1894
3991,software source codes,OTHER,1894
3992,Armed Forces,DOMAIN,1894
3993,law enforcement agencies,DOMAIN,1894
3994,data centers,TECHNOLOGY,1894
3995,national security,DOMAIN,1894
3996,OSTP,ACTOR,1975
3997,Director of the Office of National Drug Control Policy,ACTOR,1975
3998,AI,TECHNOLOGY,1975
3999,quantum technology,TECHNOLOGY,1975
4000,NSF,ACTOR,1975
4001,NIST,ACTOR,1975
4002,congressional committees,ACTOR,1975
4003,Workforce Innovation and Opportunity Act,LEGAL_SOURCE,1986
4004,AI,TECHNOLOGY,1986
4005,automation,TECHNOLOGY,1986
4006,ML,TECHNOLOGY,1986
4007,workforce systems,OTHER,1986
4008,education systems,DOMAIN,1986
4009,Senate and House Committees,ACTOR,1986
4010,Secretary,ACTOR,1986
4011,Inspector General Act of 1978,LEGAL_SOURCE,1904
4012,internet service or content providers,ACTOR,1904
4013,content moderation,REQUIREMENT,1904
4014,data inputs,TECHNOLOGY,1904
4015,algorithms,TECHNOLOGY,1904
4016,modeling,TECHNOLOGY,1904
4017,simulation processes,TECHNOLOGY,1904
4018,analysis tools,TECHNOLOGY,1904
4019,transparency,OTHER,1904
4020,FCC,ACTOR,1922
4021,FCC,ACTOR,1922
4022,artificial intelligence-based tool,TECHNOLOGY,1922
4023,AI tool,TECHNOLOGY,1922
4024,National Artificial Intelligence Initiative Act of 2020,LEGAL_SOURCE,1922
4025,Workforce Innovation and Opportunity Act,LEGAL_SOURCE,1987
4026,ML,TECHNOLOGY,1987
4027,advanced analytics,TECHNOLOGY,1987
4028,data analysis techniques,TECHNOLOGY,1987
4029,CISA,ACTOR,850
4030,AI,TECHNOLOGY,850
4031,Task Force,REQUIREMENT,850
4032,privacy,RISK,850
4033,civil rights,RISK,850
4034,civil liberties,RISK,850
4035,Congress,ACTOR,850
4036,IRS,ACTOR,891
4037,IRS,ACTOR,891
4038,AI,TECHNOLOGY,891
4039,NIST,ACTOR,891
4040,National Artificial Intelligence Initiative Act of 2020,LEGAL_SOURCE,891
4041,GAO,ACTOR,891
4042,U.S. Code,LEGAL_SOURCE,891
4043,Department of Defense,ACTOR,1198
4044,DoD,ACTOR,1198
4045,AI-enabled weapon,TECHNOLOGY,1198
4046,targeting,TECHNOLOGY,1198
4047,decision support systems,TECHNOLOGY,1198
4048,database,TECHNOLOGY,1198
4049,cybersecurity,RISK,1198
4050,privacy,RISK,1198
4051,civilian harm risk,RISK,1198
4052,AI models,TECHNOLOGY,1198
4053,weapons review,REQUIREMENT,1198
4054,Congress,ACTOR,1198
4055,Data Protection Agency,ACTOR,1690
4056,DPA,ACTOR,1690
4057,personal data,OTHER,1690
4058,automated decision systems,TECHNOLOGY,1690
4059,biometric identification,OTHER,1690
4060,privacy law,LEGAL_SOURCE,1690
4061,FTC,ACTOR,1690
4062,state governments,ACTOR,1690
4063,AI,TECHNOLOGY,1765
4064,digitization,TECHNOLOGY,1765
4065,civil rights laws,LEGAL_SOURCE,1765
4066,privacy,RISK,1765
4067,political communications,ACTOR,1765
4068,identity theft,OTHER,1765
4069,AI-fabricated media,TECHNOLOGY,1765
4070,criminal and election laws,LEGAL_SOURCE,1765
4071,injunctive relief,OTHER,1765
4072,AI,TECHNOLOGY,1437
4073,private images,OTHER,1437
4074,authorities,ACTOR,1437
4075,AI-generated images,TECHNOLOGY,1437
4076,sex offender registration guidelines,LEGAL_SOURCE,1437
4077,"December 1, 2024",REQUIREMENT,1437
4078,Model AI Governance Framework,LEGAL_SOURCE,1097
4079,GenAI,TECHNOLOGY,1097
4080,accountability,OTHER,1097
4081,cloud shared responsibility models,LEGAL_SOURCE,1097
4082,personal data,OTHER,1097
4083,copyright material,OTHER,1097
4084,model training,LIFECYCLE_STAGE,1097
4085,transparency,OTHER,1097
4086,AI model safety measures,RISK,1097
4087,third-party testing frameworks,REQUIREMENT,1097
4088,security measures,RISK,1097
4089,research in AI safety and alignment,LIFECYCLE_STAGE,1097
4090,public services,ACTOR,1097
4091,Michigan Virtual University,ACTOR,1759
4092,AI,TECHNOLOGY,1759
4093,Michigan Virtual Learning Research Institute,ACTOR,1759
4094,virtual education delivery models,DOMAIN,1759
4095,AI-enhanced virtual learning,DOMAIN,1759
4096,districts,ACTOR,1759
4097,AI-driven competency-based virtual learning models,DOMAIN,1759
4098,policy recommendations,LEGAL_SOURCE,1759
4099,Governor,ACTOR,1759
4100,AI-related professional development programs,REQUIREMENT,1759
4101,educators,ACTOR,1759
4102,AI-integrated virtual learning,DOMAIN,1759
4103,Michigan,OTHER,1759
4104,Next New Jersey Program,REQUIREMENT,1434
4105,New Jersey,OTHER,1434
4106,AI sector,TECHNOLOGY,1434
4107,tax credits,REQUIREMENT,1434
4108,AI data centers,TECHNOLOGY,1434
4109,research entities,ACTOR,1434
4110,startups,ACTOR,1434
4111,environmental and labor standards,REQUIREMENT,1434
4112,New Jersey Economic Development Authority,ACTOR,1434
4113,"March 1, 2029",REQUIREMENT,1434
4114,University of Wyoming,ACTOR,1766
4115,AI expertise,TECHNOLOGY,1766
4116,non-public sources,ACTOR,1766
4117,AI-related funding,DOMAIN,1766
4118,partnerships,ACTOR,1766
4119,AI appropriation,DOMAIN,1766
4120,AI expertise funding,DOMAIN,1766
4121,"diversity, equity, and inclusion",RISK,1766
4122,AI expertise,TECHNOLOGY,1766
4123,deep technology,TECHNOLOGY,1774
4124,AI,TECHNOLOGY,1774
4125,board,ACTOR,1774
4126,"May 1, 2024",REQUIREMENT,1774
4127,education,ACTOR,1774
4128,employers,ACTOR,1774
4129,advisory council,ACTOR,1774
4130,legislative appropriations,LEGAL_SOURCE,1774
4131,student enrollment,OTHER,1774
4132,employment metrics,OTHER,1774
4133,legislative committees,ACTOR,1774
4134,AGI sector,TECHNOLOGY,1135
4135,cloud service providers,ACTOR,1135
4136,Beijing AI Public Computing Power Center,ACTOR,1135
4137,multi-cloud computing management platform,TECHNOLOGY,1135
4138,training data,TECHNOLOGY,1135
4139,crowdsourcing service platform,TECHNOLOGY,1135
4140,dataset annotation,LIFECYCLE_STAGE,1135
4141,open-source technical ecosystem,TECHNOLOGY,1135
4142,data management,OTHER,1135
4143,AGI,TECHNOLOGY,1135
4144,government,ACTOR,1135
4145,medicine,DOMAIN,1135
4146,finance,DOMAIN,1135
4147,urban governance,ACTOR,1135
4148,regulatory policies,LEGAL_SOURCE,1135
4149,network and data security,RISK,1135
4150,CSAM,LEGAL_SOURCE,1536
4151,children,ACTOR,1536
4152,jurisdiction,OTHER,1536
4153,prosecution,DOMAIN,1536
4154,adult and juvenile facilities,ACTOR,1536
4155,trustworthy AI,LEGAL_SOURCE,1771
4156,AI actors,ACTOR,1771
4157,rule of law,LEGAL_SOURCE,1771
4158,human rights,RISK,1771
4159,democratic values,RISK,1771
4160,transparency,OTHER,1771
4161,explainability,OTHER,1771
4162,accountability,OTHER,1771
4163,robustness,RISK,1771
4164,security,RISK,1771
4165,safety,RISK,1771
4166,AI systems,TECHNOLOGY,1771
4167,risk management,OTHER,1771
4168,governments,ACTOR,1771
4169,AI research,LIFECYCLE_STAGE,1771
4170,datasets,TECHNOLOGY,1771
4171,digital AI ecosystem,TECHNOLOGY,1771
4172,labor market transformation,OTHER,1771
4173,international cooperation,ACTOR,1771
4174,global technical standards,REQUIREMENT,1771
4175,multi-stakeholder collaboration,ACTOR,1771
4176,Deployers,ACTOR,1773
4177,Operators,ACTOR,1773
4178,autonomous and semi-autonomous systems,TECHNOLOGY,1773
4179,personal data processing principles,RISK,1773
4180,users,ACTOR,1773
4181,technology,TECHNOLOGY,1773
4182,audit and certification requirements,REQUIREMENT,1773
4183,human intervention algorithms,TECHNOLOGY,1773
4184,discrimination,RISK,1773
4185,ethics,RISK,1773
4186,transparency,OTHER,1773
4187,security,RISK,1773
4188,accountability,OTHER,1773
4189,Controllers,ACTOR,1773
4190,Processors,ACTOR,1773
4191,data subjects,ACTOR,1773
4192,Autonomous Systems Officer,ACTOR,1773
4193,pilot program,REQUIREMENT,1664
4194,autonomous vehicles,TECHNOLOGY,1664
4195,autonomous vehicle testers,ACTOR,1664
4196,Secretary of the Office of Policy and Management,ACTOR,1664
4197,public safety,RISK,1664
4198,task force,REQUIREMENT,1664
4199,General Assembly's transportation committee,ACTOR,1664
4200,IRS,ACTOR,795
4201,AI,TECHNOLOGY,795
4202,neural machine learning,TECHNOLOGY,795
4203,National Research Program,REQUIREMENT,795
4204,tax gap projections,OTHER,795
4205,Internal Revenue Code,LEGAL_SOURCE,795
4206,IRS,ACTOR,795
4207,Congress,ACTOR,795
4208,AI,TECHNOLOGY,1761
4209,ASK Academy Charter School,ACTOR,1761
4210,Sandoval County,OTHER,1761
4211,Oklahoma,OTHER,1527
4212,CSAM,DOMAIN,1527
4213,AI-generated images,TECHNOLOGY,1527
4214,computer-generated images,TECHNOLOGY,1527
4215,AI technology,TECHNOLOGY,1527
4216,sex offender registration,REQUIREMENT,1527
4217,"November 1, 2024",REQUIREMENT,1527
4218,Minnesota,OTHER,1762
4219,deepfakes,TECHNOLOGY,1762
4220,elections,ACTOR,1762
4221,federal law,LEGAL_SOURCE,1762
4222,public offices,ACTOR,1762
4223,"July 1, 2024",REQUIREMENT,1762
4224,superintendent,ACTOR,1764
4225,Minnesota Fusion Center,ACTOR,1764
4226,MNFC,ACTOR,1764
4227,AI,TECHNOLOGY,1764
4228,social media analysis tools,TECHNOLOGY,1764
4229,data analysis technologies,TECHNOLOGY,1764
4230,suspicious activity reports,LEGAL_SOURCE,1764
4231,SARs,LEGAL_SOURCE,1764
4232,requests for information,LEGAL_SOURCE,1764
4233,RFIs,LEGAL_SOURCE,1764
4234,federal agencies,ACTOR,1764
4235,Livermore Amador Valley Transit Authority,ACTOR,1663
4236,shared autonomous vehicle,TECHNOLOGY,1663
4237,SAV,TECHNOLOGY,1663
4238,City of Dublin,OTHER,1663
4239,California,OTHER,1663
4240,National Highway Traffic Safety Administration,ACTOR,1663
4241,law enforcement agencies,ACTOR,1663
4242,Department of Motor Vehicles,ACTOR,1663
4243,DMV,ACTOR,1663
4244,personal data,OTHER,1663
4245,autonomous vehicle regulations,LEGAL_SOURCE,1663
4246,ethical principles,LEGAL_SOURCE,1138
4247,AI development,TECHNOLOGY,1138
4248,AI misuse,RISK,1138
4249,autonomous lethal technologies,TECHNOLOGY,1138
4250,risk control mechanisms,REQUIREMENT,1138
4251,accountability structures,OTHER,1138
4252,fairness,RISK,1138
4253,inclusiveness,RISK,1138
4254,United Nations,ACTOR,1138
4255,Armed Forces,DOMAIN,1138
4256,China,OTHER,1138
4257,global framework for AI security governance,LEGAL_SOURCE,1138
4258,AI,TECHNOLOGY,1470
4259,machine-based system,TECHNOLOGY,1470
4260,models,TECHNOLOGY,1470
4261,House Bill No. 5141,LEGAL_SOURCE,1470
4262,California,OTHER,1579
4263,partial driving automation features,TECHNOLOGY,1579
4264,Society of Automotive Engineers,ACTOR,1579
4265,Level 2 partial driving automation,REQUIREMENT,1579
4266,duty of care,LEGAL_SOURCE,1579
4267,civil liability,LEGAL_SOURCE,1579
4268,California's constitutional provisions,LEGAL_SOURCE,1579
4269,AI,TECHNOLOGY,769
4270,Google,ACTOR,769
4271,privacy,RISK,769
4272,security practices,RISK,769
4273,human control,RISK,769
4274,international law,LEGAL_SOURCE,769
4275,weapons,DOMAIN,769
4276,surveillance,RISK,769
4277,accountability,OTHER,769
4278,transparency,OTHER,769
4279,scientific excellence,LIFECYCLE_STAGE,769
4280,Interagency Commission on School Construction,ACTOR,1760
4281,General Assembly,ACTOR,1760
4282,artificial intelligence weapon detection systems,TECHNOLOGY,1760
4283,school construction funding,REQUIREMENT,1760
4284,Department of Innovation and Technology Act,LEGAL_SOURCE,1777
4285,Generative AI and Natural Language Processing Task Force,ACTOR,1777
4286,Task Force,ACTOR,1777
4287,GenAI,TECHNOLOGY,1777
4288,natural language processing software,TECHNOLOGY,1777
4289,Illinois,OTHER,1777
4290,Governor,ACTOR,1777
4291,General Assembly,ACTOR,1777
4292,cybersecurity experts,ACTOR,1777
4293,AI experts,ACTOR,1777
4294,business and labor association members,ACTOR,1777
4295,consumer information,RISK,1777
4296,model policies,LEGAL_SOURCE,1777
4297,civil rights,RISK,1777
4298,workforce,OTHER,1777
4299,cybersecurity,RISK,1777
4300,public services,ACTOR,1777
4301,New Jersey Advanced Autonomous Vehicle Task Force,ACTOR,1625
4302,autonomous vehicles,TECHNOLOGY,1625
4303,Governor,ACTOR,1625
4304,New Jersey Motor Vehicle Commission,ACTOR,1625
4305,Department of Transportation,ACTOR,1625
4306,Alan M. Voorhees Transportation Center,ACTOR,1625
4307,SAE J3016 standards,REQUIREMENT,1625
4308,state roads,OTHER,1625
4309,pilot programs,REQUIREMENT,1625
4310,minor,ACTOR,1508
4311,"class ""D"" felony",OTHER,1508
4312,"class ""C"" felony",OTHER,1508
4313,jurisdictions,OTHER,1508
4314,law,LEGAL_SOURCE,1508
4315,S.C. Code,LEGAL_SOURCE,1768
4316,AI,TECHNOLOGY,1768
4317,ML,TECHNOLOGY,1768
4318,licensee,ACTOR,1768
4319,General Fund,DOMAIN,1769
4320,Higher Education Coordinating Commission,ACTOR,1769
4321,University of Oregon Labor Education and Research Center,ACTOR,1769
4322,automation,TECHNOLOGY,1769
4323,AI,TECHNOLOGY,1769
4324,Oregon,OTHER,1769
4325,economic industries,DOMAIN,1769
4326,AI,TECHNOLOGY,1770
4327,MSMEs,ACTOR,1770
4328,G20 AI Principles,LEGAL_SOURCE,1770
4329,privacy,RISK,1770
4330,security,RISK,1770
4331,ethical issues,OTHER,1770
4332,labor market,OTHER,1770
4333,developing countries,OTHER,1770
4334,G20 Repository of Digital Policies,ACTOR,1770
4335,research,LIFECYCLE_STAGE,1770
4336,policy development,LEGAL_SOURCE,1770
4337,New Hanover County Schools,ACTOR,1778
4338,Davidson County Schools,ACTOR,1778
4339,AI School Safety Pilot Program,REQUIREMENT,1778
4340,AI technology,TECHNOLOGY,1778
4341,school safety systems,TECHNOLOGY,1778
4342,Joint Legislative Education Oversight Committee,ACTOR,1778
4343,public school units,ACTOR,1778
4344,AI system capabilities,TECHNOLOGY,1778
4345,safety outcomes,RISK,1778
4346,Center for Equitable Artificial Intelligence and Machine Learning Systems,ACTOR,1779
4347,Morgan State University,ACTOR,1779
4348,General Fund,DOMAIN,1779
4349,AI,TECHNOLOGY,1779
4350,Machine Learning Systems,TECHNOLOGY,1779
4351,Maryland Department of Information Technology,ACTOR,1426
4352,AI,TECHNOLOGY,1426
4353,AI,TECHNOLOGY,1426
4354,virtual 3-1-1 portal,TECHNOLOGY,1426
4355,government information and services,ACTOR,1426
4356,Governor,ACTOR,1426
4357,"July 1, 2024",REQUIREMENT,1426
4358,"May 9, 2024",REQUIREMENT,1426
4359,city of Seattle,OTHER,1775
4360,AI,TECHNOLOGY,1775
4361,AI,TECHNOLOGY,1775
4362,technology business startups,REQUIREMENT,1775
4363,curricula,DOMAIN,1775
4364,workers,ACTOR,1775
4365,content provenance technologies,REQUIREMENT,826
4366,disclosures,OTHER,826
4367,"audiovisual, visual, and audio records",LEGAL_SOURCE,826
4368,criminal penalties,OTHER,826
4369,civil penalties,OTHER,826
4370,U.S. Attorney’s Office,ACTOR,826
4371,deepfake-related violations,TECHNOLOGY,826
4372,AI,TECHNOLOGY,534
4373,ML,TECHNOLOGY,534
4374,federal government,ACTOR,534
4375,Administrator of the Office of Electronic Government,ACTOR,534
4376,defense and intelligence agencies,ACTOR,534
4377,technology implementation,TECHNOLOGY,534
4378,report,LEGAL_SOURCE,534
4379,"chapter 35 of title 44, United States Code",LEGAL_SOURCE,906
4380,Federal AI system governance requirements,LEGAL_SOURCE,906
4381,AI,TECHNOLOGY,906
4382,civil rights,RISK,906
4383,privacy,RISK,906
4384,transparency,OTHER,906
4385,safety,RISK,906
4386,security,RISK,906
4387,AI System Inventory,LEGAL_SOURCE,906
4388,stakeholders,ACTOR,906
4389,NIH,ACTOR,410
4390,NIH,ACTOR,410
4391,GenAI,TECHNOLOGY,410
4392,healthcare,DOMAIN,410
4393,workforce,OTHER,410
4394,higher education institutions,ACTOR,410
4395,nonprofit organizations,ACTOR,410
4396,governmental agencies,ACTOR,410
4397,AI Safety Level (ASL) Standards,REQUIREMENT,768
4398,Deployment and Security Standards,REQUIREMENT,768
4399,ASL-2 standards,REQUIREMENT,768
4400,ASL-3 standards,REQUIREMENT,768
4401,Capability Thresholds,OTHER,768
4402,Required Safeguards,LEGAL_SOURCE,768
4403,"Chemical, Biological, Radiological, and Nuclear (CBRN) capabilities",RISK,768
4404,Autonomous AI R&D,TECHNOLOGY,768
4405,Responsible Scaling Officer,ACTOR,768
4406,U.S. government,ACTOR,768
4407,Communications Act,LEGAL_SOURCE,1293
4408,pornography,RISK,1293
4409,covered platforms,TECHNOLOGY,1293
4410,FTC,ACTOR,1293
4411,deepfake,TECHNOLOGY,1293
4412,intimate visual depiction,TECHNOLOGY,1293
4413,frontier AI models,TECHNOLOGY,1163
4414,cybersecurity protections,RISK,1163
4415,Attorney General,ACTOR,1163
4416,Board of Frontier Models,ACTOR,1163
4417,CalCompute,REQUIREMENT,1163
4418,public cloud computing cluster,TECHNOLOGY,1163
4419,AI research and innovation,LIFECYCLE_STAGE,1163
4420,consortium,ACTOR,1163
4421,OpenAI,ACTOR,767
4422,AGI,TECHNOLOGY,767
4423,humanity,ACTOR,767
4424,safety-conscious AGI projects,TECHNOLOGY,767
4425,research and policy institutions,ACTOR,767
4426,multistakeholder cooperation,OTHER,767
4427,AI research publishing,LIFECYCLE_STAGE,767
4428,safety,RISK,767
4429,security,RISK,767
4430,China,OTHER,36
4431,deep synthesis systems,TECHNOLOGY,36
4432,biometric identification,OTHER,36
4433,AI-generated content,TECHNOLOGY,36
4434,national security,RISK,36
4435,social order,ACTOR,36
4436,cybersecurity attributes,RISK,36
4437,relevant authorities,ACTOR,36
4438,China,OTHER,508
4439,People's Liberation Army,DOMAIN,508
4440,Taiwan,OTHER,508
4441,Chinese officials,ACTOR,508
4442,AI,TECHNOLOGY,508
4443,International Emergency Economic Powers Act,LEGAL_SOURCE,508
4444,U.S. financial institutions,ACTOR,508
4445,President,ACTOR,508
4446,Chinese government-controlled entities,ACTOR,508
4447,AI,TECHNOLOGY,772
4448,trustworthy AI,LEGAL_SOURCE,772
4449,safety,RISK,772
4450,security,RISK,772
4451,accountability,OTHER,772
4452,explainability,OTHER,772
4453,privacy enhancement,RISK,772
4454,fairness,RISK,772
4455,AI risk management framework,LEGAL_SOURCE,772
4456,GOVERN,REQUIREMENT,772
4457,MAP,REQUIREMENT,772
4458,MEASURE,REQUIREMENT,772
4459,MANAGE,REQUIREMENT,772
4460,Chief Data and Artificial Intelligence Officer,ACTOR,394
4461,DoD,ACTOR,394
4462,bug bounty program,REQUIREMENT,394
4463,cybersecurity,RISK,394
4464,AI products,TECHNOLOGY,394
4465,congressional defense committees,ACTOR,394
4466,AI-generated content,TECHNOLOGY,554
4467,Federal Trade Commission Act,LEGAL_SOURCE,554
4468,FTC,ACTOR,554
4469,working group,ACTOR,554
4470,AI-generated content detection standards,REQUIREMENT,554
4471,report to Congress,LEGAL_SOURCE,554
4472,framework,LEGAL_SOURCE,554
4473,Congress,ACTOR,554
4474,high-risk AI systems,TECHNOLOGY,1376
4475,training data,TECHNOLOGY,1376
4476,Colorado Attorney General,ACTOR,1376
4477,discrimination,RISK,1376
4478,personal data,OTHER,1376
4479,Colorado AI Act,LEGAL_SOURCE,1376
4480,rulemaking,REQUIREMENT,1376
4481,Microsoft,ACTOR,771
4482,Impact Assessments,LEGAL_SOURCE,771
4483,AI systems,TECHNOLOGY,771
4484,"Privacy, Security, and Accessibility Standards",REQUIREMENT,771
4485,automation bias,RISK,771
4486,privacy,RISK,771
4487,reliability,RISK,771
4488,fairness,RISK,771
4489,FTC,ACTOR,418
4490,impact assessments,LEGAL_SOURCE,418
4491,automated decision systems,TECHNOLOGY,418
4492,employment,OTHER,418
4493,education,DOMAIN,418
4494,healthcare,DOMAIN,418
4495,privacy,RISK,418
4496,consumer protection,LEGAL_SOURCE,418
4497,Bureau of Technology,ACTOR,418
4498,Federal Trade Commission Act,LEGAL_SOURCE,418
4499,large online platforms,ACTOR,641
4500,content moderation,LEGAL_SOURCE,641
4501,FTC,ACTOR,641
4502,state attorneys general,ACTOR,641
4503,Advisory Group on Language-Sensitive Technologies,ACTOR,641
4504,language-based technology,TECHNOLOGY,641
4505,USAID,ACTOR,641
4506,misinformation,RISK,641
4507,Department of Agriculture,ACTOR,466
4508,NIST,ACTOR,466
4509,FCC,ACTOR,466
4510,precision agriculture,TECHNOLOGY,466
4511,cybersecurity,RISK,466
4512,AI,TECHNOLOGY,466
4513,advanced wireless technology,TECHNOLOGY,466
4514,GAO,ACTOR,466
4515,Congressional committees,ACTOR,466
4516,U.S. entities,ACTOR,499
4517,Chinese entities of concern,ACTOR,499
4518,AI,TECHNOLOGY,499
4519,military-civil fusion strategy,LEGAL_SOURCE,499
4520,Department of Defense,ACTOR,499
4521,federal agencies,ACTOR,499
4522,federal financial assistance,REQUIREMENT,499
4523,regulations,LEGAL_SOURCE,499
4524,autonomous commercial vehicles,DOMAIN,1613
4525,teleoperation systems,TECHNOLOGY,1613
4526,Alabama,OTHER,1613
4527,Department of Transportation,ACTOR,1613
4528,federal motor vehicle safety standards,REQUIREMENT,1613
4529,Governor,ACTOR,1613
4530,law enforcement agencies,DOMAIN,1613
4531,autonomous vehicles,DOMAIN,1613
4532,Department of Energy,ACTOR,468
4533,Department of Agriculture,ACTOR,468
4534,AI,TECHNOLOGY,468
4535,ML,TECHNOLOGY,468
4536,Federal regulations,LEGAL_SOURCE,468
4537,federal agencies,ACTOR,468
4538,Congressional Committees,ACTOR,468
4539,U.S. Code,LEGAL_SOURCE,468
4540,Harmful Algal Blooms and Hypoxia Research and Control Act of 1998,LEGAL_SOURCE,832
4541,Under Secretary,ACTOR,832
4542,NOAA,ACTOR,832
4543,NOAA,ACTOR,832
4544,NOAA,ACTOR,832
4545,AI,TECHNOLOGY,832
4546,NOAA,ACTOR,832
4547,Harmful Algal Bloom Data Assembly Center,ACTOR,832
4548,ecological forecasting,TECHNOLOGY,832
4549,Title VII of the Communications Act of 1934,LEGAL_SOURCE,836
4550,Commission,ACTOR,836
4551,U.S. Access Board,ACTOR,836
4552,Congress,ACTOR,836
4553,emerging technologies,TECHNOLOGY,836
4554,AI,TECHNOLOGY,836
4555,augmented reality,TECHNOLOGY,836
4556,advanced computing,TECHNOLOGY,836
4557,disabilities,DOMAIN,836
4558,business advisory board,ACTOR,985
4559,Americas Partnership Secretariat,ACTOR,985
4560,private sector,ACTOR,985
4561,civil society,ACTOR,985
4562,labor organizations,ACTOR,985
4563,partner countries,OTHER,985
4564,emerging technologies,TECHNOLOGY,985
4565,AI,TECHNOLOGY,985
4566,USMCA,LEGAL_SOURCE,985
4567,regulations,LEGAL_SOURCE,985
4568,annual report,LEGAL_SOURCE,985
4569,Medicare,REQUIREMENT,504
4570,predictive risk-scoring algorithm,TECHNOLOGY,504
4571,AI Bill of Rights,LEGAL_SOURCE,504
4572,law enforcement agencies,DOMAIN,504
4573,Medicare card,LEGAL_SOURCE,504
4574,industry representatives,ACTOR,504
4575,beneficiaries,ACTOR,504
4576,Department of Health and Human Services,ACTOR,828
4577,National Academies,ACTOR,828
4578,AI,TECHNOLOGY,828
4579,maternity care,DOMAIN,828
4580,patient monitoring devices,TECHNOLOGY,828
4581,racial or ethnic biases,RISK,828
4582,Congress,ACTOR,828
4583,privacy,RISK,828
4584,security,RISK,828
4585,information system,TECHNOLOGY,811
4586,"section 3502 of title 44, United States Code",LEGAL_SOURCE,811
4587,Director,ACTOR,811
