name,category,doc_id,id
predictive analysis,TECHNOLOGY,618,2785
agricultural and rural energy systems,TECHNOLOGY,428,2786
agriculture,REQUIREMENT,788,2787
labs,ACTOR,823,2788
educational and nonprofit institutions,ACTOR,428,2789
research security regulations,LEGAL_SOURCE,428,2790
Leadership in CET Act,LEGAL_SOURCE,429,2791
patent,LEGAL_SOURCE,824,2792
Director of the United States Patent and Trademark Office,ACTOR,725,2793
patents,LEGAL_SOURCE,824,2794
Paperwork Reduction Act,LEGAL_SOURCE,429,2795
Improving Atmospheric River Forecasts Act,LEGAL_SOURCE,430,2796
atmospheric river forecast improvement program,REQUIREMENT,430,2797
dynamic modeling systems,TECHNOLOGY,430,2798
observatories,ACTOR,430,2799
U.S. West Coast,GEOGRAPHIC,430,2800
program plan,LEGAL_SOURCE,430,2801
Protecting AI and Cloud Competition in Defense Act of 2024,LEGAL_SOURCE,431,2802
Defense Federal Acquisition Regulation Supplement,LEGAL_SOURCE,431,2803
contract termination,PENALTY,431,2804
Chairman of the Joint Chiefs of Staff,ACTOR,431,2805
TRAIN Act,LEGAL_SOURCE,432,2806
Transparency and Responsibility for Artificial Intelligence Networks Act,LEGAL_SOURCE,432,2807
United States district court clerk,ACTOR,432,2808
AI model developers,ACTOR,432,2809
copyrighted works,PERSONAL_DATA,664,2810
Federal Rules of Civil Procedure,LEGAL_SOURCE,432,2811
Iowa (2019) SB 302 (Automated Driving System Motor Vehicles),LEGAL_SOURCE,433,2812
motor vehicles,DOMAIN,570,2813
public highways,GEOGRAPHIC,433,2814
safety and compliance standards,REQUIREMENT,433,2815
vehicle owners,ACTOR,433,2816
on-demand driverless-capable vehicle networks,REQUIREMENT,433,2817
state department,ACTOR,433,2818
S5344 Advancing Digital Freedom Act of 2024,LEGAL_SOURCE,434,2819
Coordinator for Digital Freedom,ACTOR,434,2820
Bureau of Cyberspace and Digital Policy,ACTOR,434,2821
digital authoritarianism,RISK,434,2822
cyberspace,GEOGRAPHIC,434,2823
AI Risk Management Profile,REQUIREMENT,434,2824
DOGE Act,LEGAL_SOURCE,435,2825
federal grant awards,DOMAIN,435,2826
electronic system,TECHNOLOGY,435,2827
Enable Intelligence Community Partnerships Act of 2024,LEGAL_SOURCE,436,2828
organizational conflicts of interest,LEGAL_SOURCE,436,2829
Responsible AI Disclosure Act of 2024,LEGAL_SOURCE,437,2830
AI data categorization,TECHNOLOGY,437,2831
AI model training practices,LIFECYCLE_STAGE,437,2832
AI model design,TECHNOLOGY,553,2833
anti-discrimination,RISK,437,2834
AI data,TECHNOLOGY,878,2835
regulated entities,ACTOR,437,2836
model training,LIFECYCLE_STAGE,452,2837
financial regulatory bodies,ACTOR,437,2838
credit unions,ACTOR,532,2839
"American Foreign Affairs Talent Expansion Act: Diversity in Diplomacy and Development, Section 112 (Mitigating bias in artificial intelligence use.)",LEGAL_SOURCE,438,2840
international affairs agencies,ACTOR,438,2841
trustworthy AI systems,TECHNOLOGY,929,2842
A bill to require a study on the use of commercial-off-the-shelf products and artificial intelligence technologies by the Internal Revenue Service.,LEGAL_SOURCE,439,2843
IRS,ACTOR,462,2844
taxpayer services,ACTOR,439,2845
IT modernization projects,REQUIREMENT,439,2846
"To prohibit the Secretary of Defense from entering into information technology contracts with entities that provide certain services to China, and for other purposes.",LEGAL_SOURCE,440,2847
software source codes,SENSITIVE_DATA,440,2848
Stop Smuggling Illicit Synthetic Drugs on U.S. Transportation Networks Act of 2024,LEGAL_SOURCE,441,2849
Director of the Office of National Drug Control Policy,ACTOR,441,2850
To amend and reauthorize the Workforce Innovation and Opportunity Act and the Older Americans Act of 1965.,LEGAL_SOURCE,445,2851
workforce systems,EMPLOYMENT,442,2852
education systems,DOMAIN,442,2853
Transparency in Bureaucratic Communications Act,LEGAL_SOURCE,443,2854
Inspector General Act of 1978,LEGAL_SOURCE,443,2855
internet service or content providers,ACTOR,443,2856
content moderation,LEGAL_SOURCE,777,2857
simulation processes,TECHNOLOGY,443,2858
analysis tools,TECHNOLOGY,443,2859
SCAM Platform Act,LEGAL_SOURCE,444,2860
artificial intelligence-based tool,TECHNOLOGY,444,2861
text messages,TECHNOLOGY,598,2862
program operations,REQUIREMENT,780,2863
data analysis techniques,TECHNOLOGY,445,2864
Cybersecurity and Infrastructure Security Agency Securing AI Task Force Act,LEGAL_SOURCE,446,2865
No AI Audits Act,LEGAL_SOURCE,447,2866
Artificial Intelligence Weapon Accountability and Risk Evaluation Act of 2024,LEGAL_SOURCE,448,2867
AI-enabled weapon,TECHNOLOGY,448,2868
database,TECHNOLOGY,765,2869
civilian harm risk,RISK,448,2870
weapons review,REQUIREMENT,448,2871
Data Protection Act of 2024,LEGAL_SOURCE,449,2872
Data Protection Agency,ACTOR,449,2873
DPA,ACTOR,449,2874
privacy law,LEGAL_SOURCE,449,2875
federal and state agencies,ACTOR,782,2876
New York Assembly Bill A8808A,LEGAL_SOURCE,450,2877
digitization,TECHNOLOGY,943,2878
parody,RISK,920,2879
identity theft,CRIME,450,2880
AI-fabricated media,TECHNOLOGY,450,2881
criminal and election laws,LEGAL_SOURCE,450,2882
North Carolina House Bill 591,LEGAL_SOURCE,451,2883
sexual extortion,RISK,939,2884
private images,PERSONAL_DATA,942,2885
AI-generated images,TECHNOLOGY,942,2886
sex offender registration guidelines,LEGAL_SOURCE,451,2887
"December 1, 2024",REQUIREMENT,916,2888
Proposed Model AI Governance Framework for Generative AI,LEGAL_SOURCE,452,2889
Model AI Governance Framework,LEGAL_SOURCE,452,2890
data quality,TECHNOLOGY,879,2891
cloud shared responsibility models,LEGAL_SOURCE,452,2892
copyright material,SENSITIVE_DATA,452,2893
AI model safety measures,RISK,452,2894
third-party testing frameworks,REQUIREMENT,452,2895
research in AI safety and alignment,LIFECYCLE_STAGE,452,2896
Michigan House Bill 5507,LEGAL_SOURCE,453,2897
Michigan Virtual University,ACTOR,453,2898
Michigan Virtual Learning Research Institute,ACTOR,453,2899
virtual education delivery models,DOMAIN,453,2900
AI-enhanced virtual learning,DOMAIN,453,2901
districts,ACTOR,453,2902
AI-driven competency-based virtual learning models,DOMAIN,453,2903
AI-related professional development programs,REQUIREMENT,453,2904
Michigan,GEOGRAPHIC,453,2905
AI-integrated virtual learning,DOMAIN,453,2906
New Jersey Senate Bill 3432,LEGAL_SOURCE,454,2907
Next New Jersey Program,REQUIREMENT,454,2908
AI sector,TECHNOLOGY,676,2909
startups,ACTOR,604,2910
environmental and labor standards,REQUIREMENT,454,2911
"March 1, 2029",REQUIREMENT,454,2912
New Jersey Economic Development Authority,ACTOR,454,2913
Wyoming House Bill 1,LEGAL_SOURCE,455,2914
University of Wyoming,ACTOR,455,2915
non-public sources,ACTOR,455,2916
AI-related funding,DOMAIN,455,2917
AI appropriation,DOMAIN,455,2918
AI expertise funding,DOMAIN,455,2919
Utah House Bill 534,LEGAL_SOURCE,456,2920
legislative appropriations,LEGAL_SOURCE,456,2921
student enrollment,BENCHMARK,456,2922
employment metrics,BENCHMARK,456,2923
Measures of Beijing Municipality on Promoting the Innovative Development of Artificial General Intelligence,LEGAL_SOURCE,457,2924
AGI sector,TECHNOLOGY,457,2925
cloud service providers,ACTOR,457,2926
Beijing AI Public Computing Power Center,ACTOR,457,2927
multi-cloud computing management platform,TECHNOLOGY,457,2928
crowdsourcing service platform,TECHNOLOGY,457,2929
dataset annotation,LIFECYCLE_STAGE,457,2930
open-source technical ecosystem,TECHNOLOGY,457,2931
AGI,TECHNOLOGY,490,2932
urban governance,ACTOR,883,2933
regulatory policies,LEGAL_SOURCE,588,2934
network and data security,RISK,457,2935
Virginia 2024 SB 731,LEGAL_SOURCE,458,2936
minor,ACTOR,475,2937
prosecution,DOMAIN,941,2938
adult and juvenile facilities,ACTOR,458,2939
"G20 Ministerial Statement on Trade and Digital Economy (Annex ""G20 AI Principles"")",LEGAL_SOURCE,459,2940
democratic values,RISK,885,2941
digital AI ecosystem,TECHNOLOGY,459,2942
labor market transformation,EMPLOYMENT,459,2943
multi-stakeholder collaboration,ACTOR,459,2944
"Dubai International Financial Centre Data Protection Regulations, Regulation 10 (""Personal data processed through autonomous and semi-autonomous systems"")",LEGAL_SOURCE,460,2945
Deployers,ACTOR,460,2946
Operators,ACTOR,460,2947
personal data processing principles,RISK,460,2948
audit and certification requirements,REQUIREMENT,460,2949
human intervention algorithms,TECHNOLOGY,460,2950
Autonomous Systems Officer,ACTOR,460,2951
Controllers,ACTOR,460,2952
Processors,ACTOR,460,2953
data subjects,ACTOR,460,2954
Connecticut (2017) SB 260,LEGAL_SOURCE,461,2955
autonomous vehicle testers,ACTOR,461,2956
Secretary of the Office of Policy and Management,ACTOR,461,2957
"Simplify, Don't Amplify the IRS Act, Sec. 201 (""Tax Gap Projection"")",LEGAL_SOURCE,462,2958
neural machine learning,TECHNOLOGY,462,2959
National Research Program,REQUIREMENT,462,2960
tax gap projections,BENCHMARK,462,2961
New Mexico Senate Bill 192,LEGAL_SOURCE,463,2962
ASK Academy Charter School,ACTOR,463,2963
Sandoval County,GEOGRAPHIC,463,2964
Oklahoma H 3642,LEGAL_SOURCE,464,2965
computer-generated images,TECHNOLOGY,939,2966
sex offender registration,REQUIREMENT,464,2967
"November 1, 2024",REQUIREMENT,464,2968
Minnesota House Bill 4772,LEGAL_SOURCE,465,2969
Minnesota,GEOGRAPHIC,891,2970
broadcasters,ACTOR,941,2971
public offices,ACTOR,465,2972
Minnesota Senate Bill 2909,LEGAL_SOURCE,466,2973
superintendent,ACTOR,466,2974
Minnesota Fusion Center,ACTOR,466,2975
MNFC,ACTOR,466,2976
social media analysis tools,TECHNOLOGY,466,2977
data analysis technologies,TECHNOLOGY,466,2978
suspicious activity reports,LEGAL_SOURCE,466,2979
SARs,LEGAL_SOURCE,466,2980
requests for information,LEGAL_SOURCE,466,2981
RFIs,LEGAL_SOURCE,466,2982
California (2017) AB 1444,LEGAL_SOURCE,467,2983
Livermore Amador Valley Transit Authority,ACTOR,467,2984
shared autonomous vehicle,TECHNOLOGY,467,2985
SAV,TECHNOLOGY,467,2986
City of Dublin,GEOGRAPHIC,467,2987
National Highway Traffic Safety Administration,ACTOR,467,2988
Department of Motor Vehicles,ACTOR,467,2989
DMV,ACTOR,467,2990
autonomous vehicle regulations,LEGAL_SOURCE,467,2991
Remarks by Ambassador Zhang Jun at the UN Security Council Briefing on Artificial Intelligence: Opportunities and Risks for International Peace and Security,LEGAL_SOURCE,468,2992
risk control mechanisms,REQUIREMENT,468,2993
accountability structures,ACCOUNTABILITY,468,2994
autonomous lethal technologies,TECHNOLOGY,468,2995
developing countries,GEOGRAPHIC,929,2996
UN,ACTOR,869,2997
global framework for AI security governance,LEGAL_SOURCE,468,2998
Michigan HB 5143,LEGAL_SOURCE,469,2999
House Bill No. 5141,LEGAL_SOURCE,469,3000
California (2021-2022) SB 1398,LEGAL_SOURCE,470,3001
partial driving automation features,TECHNOLOGY,470,3002
Level 2 partial driving automation,REQUIREMENT,470,3003
California's constitutional provisions,LEGAL_SOURCE,470,3004
Google AI Principles,LEGAL_SOURCE,471,3005
security practices,RISK,471,3006
scientific excellence,LIFECYCLE_STAGE,471,3007
Google,ACTOR,834,3008
AI involvement,TECHNOLOGY,892,3009
weapons,DOMAIN,878,3010
Maryland House Bill 1390,LEGAL_SOURCE,472,3011
Interagency Commission on School Construction,ACTOR,472,3012
school construction funding,REQUIREMENT,472,3013
artificial intelligence weapon detection systems,TECHNOLOGY,472,3014
"Illinois HB 4844 (2024), Section 90 (""Generative AI and Natural Language Processing Task Force"")",LEGAL_SOURCE,473,3015
business and labor association members,ACTOR,473,3016
consumer information,RISK,473,3017
New Jersey (2019) Assembly Joint Resolution 164,LEGAL_SOURCE,474,3018
New Jersey Advanced Autonomous Vehicle Task Force,ACTOR,474,3019
state roads,GEOGRAPHIC,474,3020
New Jersey Motor Vehicle Commission,ACTOR,474,3021
Alan M. Voorhees Transportation Center,ACTOR,474,3022
SAE J3016 standards,REQUIREMENT,474,3023
"Iowa S 2243 (Sexual Exploitation of Minors, Use of Falsely Created Images)",LEGAL_SOURCE,475,3024
"class ""D"" felony",PENALTY,475,3025
"class ""C"" felony",PENALTY,475,3026
South Carolina 2023 H 4754 (Section 4),LEGAL_SOURCE,476,3027
S.C. Code,LEGAL_SOURCE,476,3028
licensee,ACTOR,476,3029
Oregon Senate Bill 5701,LEGAL_SOURCE,477,3030
General Fund,DOMAIN,480,3031
Higher Education Coordinating Commission,ACTOR,477,3032
University of Oregon Labor Education and Research Center,ACTOR,477,3033
Oregon,GEOGRAPHIC,901,3034
economic industries,DOMAIN,477,3035
"G20 Ministerial Statement on Trade and Digital Economy (Section I, Subsection 3 ""Human-centered Artificial Intelligence"")",LEGAL_SOURCE,478,3036
MSMEs,ACTOR,478,3037
ethical issues,ACCOUNTABILITY,864,3038
G20 AI Principles,LEGAL_SOURCE,478,3039
G20 Repository of Digital Policies,ACTOR,478,3040
North Carolina House Bill 259,LEGAL_SOURCE,479,3041
New Hanover County Schools,ACTOR,479,3042
Davidson County Schools,ACTOR,479,3043
AI School Safety Pilot Program,REQUIREMENT,479,3044
school safety systems,TECHNOLOGY,479,3045
public school units,ACTOR,479,3046
Joint Legislative Education Oversight Committee,ACTOR,479,3047
safety outcomes,RISK,479,3048
AI system capabilities,TECHNOLOGY,847,3049
Maryland Senate Bill 360,LEGAL_SOURCE,480,3050
Center for Equitable Artificial Intelligence and Machine Learning Systems,ACTOR,480,3051
Morgan State University,ACTOR,480,3052
Maryland Senate Bill 1068,LEGAL_SOURCE,481,3053
Maryland Department of Information Technology,ACTOR,481,3054
virtual 3-1-1 portal,TECHNOLOGY,481,3055
government information and services,ACTOR,481,3056
"May 9, 2024",REQUIREMENT,481,3057
Washington Senate Bill 5950,LEGAL_SOURCE,482,3058
city of Seattle,GEOGRAPHIC,482,3059
technology business startups,REQUIREMENT,482,3060
"DEEPFAKES Accountability Act, Sec. 2 (""Transparency Requirements"")",LEGAL_SOURCE,483,3061
content provenance technologies,REQUIREMENT,483,3062
"audiovisual, visual, and audio records",LEGAL_SOURCE,483,3063
coordinators,ACTOR,747,3064
deepfake-related violations,TECHNOLOGY,483,3065
U.S. Attorney’s Office,ACTOR,483,3066
Sensible Classification Act of 2023,LEGAL_SOURCE,484,3067
Administrator of the Office of Electronic Government,ACTOR,713,3068
defense and intelligence agencies,ACTOR,484,3069
technology implementation,TECHNOLOGY,484,3070
Federal AI Governance and Transparency Act,LEGAL_SOURCE,485,3071
"chapter 35 of title 44, United States Code",LEGAL_SOURCE,485,3072
Federal AI system governance requirements,LEGAL_SOURCE,485,3073
AI System Inventory,LEGAL_SOURCE,485,3074
"To direct the Director of the National Institutes of Health to establish a grant program to facilitate research regarding the use of generative artificial intelligence in health care, and for other purposes.",LEGAL_SOURCE,486,3075
health disparities,RISK,756,3076
governmental agencies,ACTOR,486,3077
Anthropic Responsible Scaling Policy,LEGAL_SOURCE,487,3078
AI Safety Level (ASL) Standards,REQUIREMENT,487,3079
Deployment and Security Standards,REQUIREMENT,487,3080
ASL-2 standards,REQUIREMENT,487,3081
Capability Thresholds,BENCHMARK,487,3082
Required Safeguards,LEGAL_SOURCE,487,3083
"Chemical, Biological, Radiological, and Nuclear (CBRN) capabilities",RISK,487,3084
ASL-3 standards,REQUIREMENT,487,3085
Responsible Scaling Officer,ACTOR,487,3086
Tools to Address Known Exploitation by Immobilizing Technological Deepfakes on Websites and Networks Act,LEGAL_SOURCE,488,3087
Communications Act,LEGAL_SOURCE,488,3088
pornography,RISK,488,3089
Safe and Secure Innovation for Frontier Artificial Intelligence Models Act (SB 1047),LEGAL_SOURCE,489,3090
cybersecurity protections,RISK,607,3091
Board of Frontier Models,ACTOR,489,3092
public cloud computing cluster,TECHNOLOGY,489,3093
OpenAI Charter,LEGAL_SOURCE,490,3094
OpenAI,ACTOR,876,3095
humanity,ACTOR,490,3096
safety-conscious AGI projects,TECHNOLOGY,490,3097
research and policy institutions,ACTOR,490,3098
multistakeholder cooperation,ACCOUNTABILITY,880,3099
AI research publishing,LIFECYCLE_STAGE,490,3100
Provisions on the Administration of Deep Synthesis Internet Information Services,LEGAL_SOURCE,491,3101
social order,ACTOR,491,3102
deep synthesis systems,TECHNOLOGY,491,3103
cybersecurity attributes,RISK,491,3104
STAND with Taiwan Act of 2023,LEGAL_SOURCE,492,3105
People’s Liberation Army,ACTOR,527,3106
Taiwan,GEOGRAPHIC,597,3107
Chinese officials,ACTOR,492,3108
U.S. financial institutions,ACTOR,492,3109
Chinese government-controlled entities,ACTOR,492,3110
NIST AI Risk Management Framework 1.0,LEGAL_SOURCE,493,3111
privacy enhancement,RISK,493,3112
privacy-enhancing technologies,TECHNOLOGY,726,3113
AI risk management framework,LEGAL_SOURCE,493,3114
GOVERN,REQUIREMENT,493,3115
MAP,REQUIREMENT,493,3116
MEASURE,REQUIREMENT,493,3117
MANAGE,REQUIREMENT,493,3118
methodologies,REQUIREMENT,870,3119
Artificial Intelligence Bug Bounty Act of 2023,LEGAL_SOURCE,494,3120
bug bounty programs,REQUIREMENT,847,3121
AI Labeling Act of 2023,LEGAL_SOURCE,495,3122
Federal Trade Commission Act,LEGAL_SOURCE,747,3123
AI-generated content detection standards,REQUIREMENT,495,3124
An Act concerning consumer protections in interactions with artificial intelligence systems.,LEGAL_SOURCE,496,3125
Colorado Attorney General,ACTOR,496,3126
Colorado AI Act,LEGAL_SOURCE,496,3127
"Microsoft Responsible AI Standard, v2",LEGAL_SOURCE,497,3128
Impact Assessments,LEGAL_SOURCE,799,3129
"Privacy, Security, and Accessibility Standards",REQUIREMENT,497,3130
Algorithmic Accountability Act of 2023,LEGAL_SOURCE,498,3131
legal action,REQUIREMENT,918,3132
Bureau of Technology,ACTOR,498,3133
LISTOS Act,LEGAL_SOURCE,499,3134
large online platforms,ACTOR,499,3135
Advisory Group on Language-Sensitive Technologies,ACTOR,499,3136
language-based technology,TECHNOLOGY,499,3137
unfair or deceptive practices,LEGAL_SOURCE,693,3138
USAID,ACTOR,499,3139
Promoting Precision Agriculture Act of 2023,LEGAL_SOURCE,500,3140
Preventing PLA Acquisition of United States Technology Act of 2023,LEGAL_SOURCE,501,3141
Chinese entities of concern,ACTOR,501,3142
military-civil fusion strategy,LEGAL_SOURCE,501,3143
Alabama (2019) SB 47,LEGAL_SOURCE,502,3144
autonomous commercial vehicles,DOMAIN,502,3145
teleoperation systems,TECHNOLOGY,502,3146
federal motor vehicle safety standards,REQUIREMENT,502,3147
DOE and USDA Interagency Research Act,LEGAL_SOURCE,503,3148
Federal regulations,LEGAL_SOURCE,503,3149
Congressional Committees,ACTOR,503,3150
"Harmful Algal Bloom and Hypoxia Research and Control Amendments Act of 2023, Sec. 2f (""National Harmful Algal Bloom and Hypoxia Observing Network"")",LEGAL_SOURCE,504,3151
Harmful Algal Blooms and Hypoxia Research and Control Act of 1998,LEGAL_SOURCE,504,3152
Harmful Algal Bloom Data Assembly Center,ACTOR,566,3153
ecological forecasting,TECHNOLOGY,566,3154
"Communications, Video, and Technology Accessibility Act of 2023, Sec. 401 (""Emerging Technology"")",LEGAL_SOURCE,505,3155
Title VII of the Communications Act of 1934,LEGAL_SOURCE,505,3156
U.S. Access Board,ACTOR,505,3157
individuals with disabilities,ACTOR,584,3158
"Americas Act, Title II (""Trade and Investment for the Americas""), Sec. 202 (""Americas Partnership Business Advisory Board"")",LEGAL_SOURCE,506,3159
business advisory board,ACTOR,506,3160
Americas Partnership Secretariat,ACTOR,506,3161
USMCA,LEGAL_SOURCE,506,3162
Medicare Transaction Fraud Prevention Act,LEGAL_SOURCE,507,3163
predictive risk-scoring algorithm,TECHNOLOGY,507,3164
AI Bill of Rights,LEGAL_SOURCE,812,3165
beneficiaries,ACTOR,748,3166
Medicare card,LEGAL_SOURCE,507,3167
"Tech to Save Moms Act, Sec. 5 (""Report on the Use of Technology in Maternity Care"")",LEGAL_SOURCE,508,3168
maternity care,DOMAIN,624,3169
racial or ethnic biases,RISK,624,3170
patient monitoring devices,TECHNOLOGY,624,3171
security safeguards,RISK,624,3172
"Federal Information Security Modernization Act of 2023, Sec. 14 (""Automation and Artificial Intelligence"")",LEGAL_SOURCE,509,3173
information system,TECHNOLOGY,509,3174
"section 3502 of title 44, United States Code",LEGAL_SOURCE,509,3175
information systems,TECHNOLOGY,576,3176
Targeting Online Sales of Fentanyl Act,LEGAL_SOURCE,510,3177
"Western Wildfire Support Act of 2023, Sec. 206 (""Study on Wildfire Detection Equipment and Integration of Artificial Intelligence Technologies"")",LEGAL_SOURCE,511,3178
wildfire detection technologies,TECHNOLOGY,511,3179
real-time imagery,TECHNOLOGY,511,3180
"Americas Act, Title I (""Administration""), Sec. 103 (""Additional Duties of Institute"")",LEGAL_SOURCE,512,3181
Institute,ACTOR,698,3182
e-governance systems,TECHNOLOGY,512,3183
section 102,LEGAL_SOURCE,512,3184
reference implementations,REQUIREMENT,512,3185
Artificial Intelligence and Biosecurity Risk Assessment Act,LEGAL_SOURCE,513,3186
Assistant Secretary for Preparedness and Response,ACTOR,513,3187
pathogens,DOMAIN,513,3188
viruses,DOMAIN,513,3189
bioweapons,DOMAIN,513,3190
chemical weapons,DOMAIN,513,3191
National Health Security Strategy,LEGAL_SOURCE,513,3192
Artificial Intelligence Accountability Act,LEGAL_SOURCE,514,3193
accountability measures,ACCOUNTABILITY,514,3194
disclosed,TRANSPARENCY,693,3195
"Artificial Intelligence Research, Innovation, and Accountability Act of 2023",LEGAL_SOURCE,515,3196
online content verification,TECHNOLOGY,515,3197
AI transparency reports,TRANSPARENCY,515,3198
AI oversight,ACCOUNTABILITY,886,3199
AI Certification Advisory Committee,ACTOR,515,3200
consumer education working group,REQUIREMENT,515,3201
Justice in Forensic Algorithms Act of 2024,LEGAL_SOURCE,516,3202
Testing Standards,REQUIREMENT,516,3203
computational forensic software,TECHNOLOGY,516,3204
AI-enabled automated,TECHNOLOGY,516,3205
disparate impacts,RISK,902,3206
protected groups,ACTOR,516,3207
validation processes,REQUIREMENT,516,3208
Testing Program,REQUIREMENT,516,3209
sample data,TECHNOLOGY,516,3210
adversarial examples,LIFECYCLE_STAGE,516,3211
source code,LEGAL_SOURCE,516,3212
A bill to waive immunity under section 230 of the Communications Act of 1934 for claims and charges related to generative artificial intelligence.,LEGAL_SOURCE,517,3213
Section 230 of the Communications Act of 1934,LEGAL_SOURCE,583,3214
interactive computer service,TECHNOLOGY,517,3215
Federal Artificial Intelligence Risk Management Act of 2023,LEGAL_SOURCE,518,3216
AI suppliers,ACTOR,518,3217
Federal Acquisition Regulatory Council,ACTOR,518,3218
interdisciplinary experts,ACTOR,518,3219
Healthy Technology Act of 2023,LEGAL_SOURCE,519,3220
Section 503(b),LEGAL_SOURCE,519,3221
"Federal Food, Drug and Cosmetic Act",LEGAL_SOURCE,519,3222
premarket notification,REQUIREMENT,519,3223
new device,TECHNOLOGY,519,3224
Preventing Algorithmic Collusion Act of 2024,LEGAL_SOURCE,520,3225
pricing algorithms,TECHNOLOGY,520,3226
collusive behavior,RISK,520,3227
antitrust cases,LEGAL_SOURCE,520,3228
price discrimination,RISK,520,3229
third-party algorithm developers,ACTOR,520,3230
consumer harm,RISK,933,3231
Strategy for Public Health Preparedness and Response to Artificial Intelligence Threats,LEGAL_SOURCE,521,3232
public health,DOMAIN,759,3233
biological weapons,RISK,521,3234
drug-resistant viruses and bacteria,RISK,521,3235
Artificial Intelligence Advancement Act of 2023,LEGAL_SOURCE,522,3236
artificial intelligence regulation,LEGAL_SOURCE,522,3237
financial services industry,DOMAIN,522,3238
artificial intelligence bug bounty programs,REQUIREMENT,522,3239
vulnerability analysis study,LIFECYCLE_STAGE,522,3240
artificial intelligence-enabled military applications,DOMAIN,522,3241
data sharing and coordination,ACCOUNTABILITY,762,3242
Eliminating Bias in Algorithmic Systems Act of 2023,LEGAL_SOURCE,523,3243
covered algorithm,TECHNOLOGY,523,3244
algorithmic harms,RISK,791,3245
interagency working group,REQUIREMENT,791,3246
Civil Rights Division,ACTOR,523,3247
Closing Loopholes for the Overseas Use and Development of Artificial Intelligence Act,LEGAL_SOURCE,524,3248
integrated circuits,TECHNOLOGY,524,3249
Export Control Classification Number 3A090,REQUIREMENT,524,3250
Export Administration Regulations,LEGAL_SOURCE,524,3251
People’s Republic of China,GEOGRAPHIC,595,3252
Macau,GEOGRAPHIC,524,3253
"A bill to promote United States leadership in technical standards by directing the National Institute of Standards and Technology and the Department of State to take certain actions to encourage and enable United States participation in developing standards and specifications for artificial intelligence and other critical and emerging technologies, and for other purposes.",LEGAL_SOURCE,525,3254
emerging technology standards development,REQUIREMENT,525,3255
international standards efforts,REQUIREMENT,525,3256
FAIRR Act,LEGAL_SOURCE,526,3257
Financial Stability Act of 2010,LEGAL_SOURCE,526,3258
Financial Stability Oversight Council,ACTOR,526,3259
Office of Financial Research,ACTOR,526,3260
market manipulation,RISK,526,3261
malign actors,RISK,526,3262
Cybersecurity Information Sheet,LEGAL_SOURCE,526,3263
third-party AI service providers,ACTOR,526,3264
securities violations,DOMAIN,526,3265
machine-manipulated media,TECHNOLOGY,665,3266
AI model outcomes,TECHNOLOGY,526,3267
Federal securities laws,LEGAL_SOURCE,526,3268
To require a briefing on the national security threats associated with Chinese autonomous ground vehicles operating in the United States.,LEGAL_SOURCE,527,3269
Chinese autonomous ground vehicles,TECHNOLOGY,527,3270
Department of Defense bases,GEOGRAPHIC,527,3271
sensitive U.S. Government facilities,GEOGRAPHIC,527,3272
dual-use implications,RISK,527,3273
Chinese Communist Party,ACTOR,766,3274
National AI Commission Act,LEGAL_SOURCE,528,3275
National AI Commission,ACTOR,528,3276
general-purpose AI systems,TECHNOLOGY,528,3277
binding regulatory framework,LEGAL_SOURCE,528,3278
commissioners,ACTOR,528,3279
Democratic appointee,ACTOR,528,3280
Republican appointee,ACTOR,528,3281
No AI FRAUD Act,LEGAL_SOURCE,529,3282
unauthorized distribution,RISK,529,3283
personalized cloning services,TECHNOLOGY,529,3284
digital voice replicas,TECHNOLOGY,529,3285
digital depictions,TECHNOLOGY,529,3286
attorney fees,DOMAIN,927,3287
commercial use,RISK,807,3288
negligible harm,HARM,529,3289
emotional distress,RISK,665,3290
"To establish a Joint Autonomy Office in the Department of Defense, and for other purposes.",LEGAL_SOURCE,530,3291
Joint Autonomy Office,ACTOR,530,3292
classification framework,LEGAL_SOURCE,530,3293
ASK Act,LEGAL_SOURCE,531,3294
Preventing Deep Fake Scams Act,LEGAL_SOURCE,532,3295
financial services sector,DOMAIN,532,3296
depository institutions,ACTOR,532,3297
third-party vendors,ACTOR,532,3298
AI fraud detection measures,TECHNOLOGY,532,3299
AI Leadership Training Act,LEGAL_SOURCE,533,3300
AI leadership training program,REQUIREMENT,533,3301
AI system failures,RISK,533,3302
constitutional risks,LEGAL_SOURCE,533,3303
DOE and NSF Interagency Research Act,LEGAL_SOURCE,534,3304
STEM education,DOMAIN,709,3305
internships,REQUIREMENT,778,3306
Political BIAS Emails Act of 2023,LEGAL_SOURCE,535,3307
email service providers,ACTOR,535,3308
filtering algorithms,TECHNOLOGY,535,3309
filtering algorithm,TECHNOLOGY,535,3310
political campaign,ACTOR,535,3311
ASSESS AI Act,LEGAL_SOURCE,536,3312
federal antidiscrimination laws,LEGAL_SOURCE,536,3313
disparate impact standards,RISK,536,3314
AI validation,LIFECYCLE_STAGE,536,3315
oversight organization,ACTOR,536,3316
AI Disclosure Act of 2023,LEGAL_SOURCE,537,3317
disclosure requirement,LEGAL_SOURCE,897,3318
R U REAL Act,LEGAL_SOURCE,538,3319
Telemarketing Sales Rule,LEGAL_SOURCE,538,3320
telemarketing,DOMAIN,598,3321
financial penalties,PENALTY,545,3322
AI LEAD Act,LEGAL_SOURCE,539,3323
Chief Artificial Intelligence Officers,ACTOR,734,3324
